x-axis,1,2,3
second,Volt,Volt,Volt
-35.10000E-06,+412.50000000000E+00,-250.00000000E-03,+15.31250000000E+00
-35.08000E-06,+412.50000000000E+00,-562.50000000E-03,+15.31250000000E+00
-35.06000E-06,+412.50000000000E+00,-250.00000000E-03,+15.31250000000E+00
-35.04000E-06,+412.50000000000E+00,-562.50000000E-03,+15.00000000000E+00
-35.02000E-06,+412.50000000000E+00,-250.00000000E-03,+15.00000000000E+00
-35.00000E-06,+412.50000000001E+00,-562.50000000E-03,+15.62500000000E+00
-34.98000E-06,+424.99999999999E+00,-250.00000000E-03,+15.31250000000E+00
-34.96000E-06,+418.74999999999E+00,-562.50000000E-03,+15.00000000000E+00
-34.94000E-06,+412.50000000001E+00,-250.00000000E-03,+15.31250000000E+00
-34.92000E-06,+418.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.90000E-06,+418.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.88000E-06,+418.75000000001E+00,-250.00000000E-03,+15.31250000000E+00
-34.86000E-06,+424.99999999999E+00,-250.00000000E-03,+15.31250000000E+00
-34.84000E-06,+418.75000000000E+00,-562.50000000E-03,+15.00000000000E+00
-34.82000E-06,+418.75000000000E+00,-250.00000000E-03,+15.62500000000E+00
-34.80000E-06,+418.75000000002E+00,-562.50000000E-03,+15.31250000000E+00
-34.78000E-06,+424.99999999998E+00,-250.00000000E-03,+15.31250000000E+00
-34.76000E-06,+418.75000000002E+00,-250.00000000E-03,+15.31250000000E+00
-34.74000E-06,+425.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.72000E-06,+425.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.70000E-06,+425.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.68000E-06,+425.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.66000E-06,+425.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.64000E-06,+424.99999999996E+00,-250.00000000E-03,+15.31250000000E+00
-34.62000E-06,+412.50000000005E+00,-250.00000000E-03,+15.31250000000E+00
-34.60000E-06,+425.00000000000E+00,-250.00000000E-03,+15.62500000000E+00
-34.58000E-06,+425.00000000003E+00,-250.00000000E-03,+15.62500000000E+00
-34.56000E-06,+431.25000000000E+00,-562.50000000E-03,+15.31250000000E+00
-34.54000E-06,+431.25000000000E+00,-562.50000000E-03,+15.31250000000E+00
-34.52000E-06,+431.24999999997E+00,-562.50000000E-03,+15.31250000000E+00
-34.50000E-06,+425.00000000003E+00,-250.00000000E-03,+15.31250000000E+00
-34.48000E-06,+431.24999999997E+00,-562.50000000E-03,+15.31250000000E+00
-34.46000E-06,+425.00000000003E+00,-250.00000000E-03,+15.31250000000E+00
-34.44000E-06,+431.24999999997E+00,-250.00000000E-03,+15.31250000000E+00
-34.42000E-06,+424.99999999997E+00,-250.00000000E-03,+15.31250000000E+00
-34.40000E-06,+418.75000000000E+00,-562.50000000E-03,+15.31250000000E+00
-34.38000E-06,+418.75000000007E+00,-250.00000000E-03,+15.62500000000E+00
-34.36000E-06,+431.24999999996E+00,-562.50000000E-03,+15.31250000000E+00
-34.34000E-06,+425.00000000004E+00,-250.00000000E-03,+15.00000000000E+00
-34.32000E-06,+431.24999999996E+00,-562.50000000E-03,+15.31250000000E+00
-34.30000E-06,+425.00000000004E+00,-250.00000000E-03,+15.31250000000E+00
-34.28000E-06,+431.24999999996E+00,-250.00000000E-03,+15.62500000000E+00
-34.26000E-06,+425.00000000004E+00,+62.50000000E-03,+15.00000000000E+00
-34.24000E-06,+431.24999999992E+00,-562.50000000E-03,+15.62500000000E+00
-34.22000E-06,+418.75000000009E+00,-562.50000000E-03,+15.31250000000E+00
-34.20000E-06,+431.24999999996E+00,-250.00000000E-03,+15.00000000000E+00
-34.18000E-06,+425.00000000000E+00,-562.50000000E-03,+15.31250000000E+00
-34.16000E-06,+424.99999999995E+00,-562.50000000E-03,+15.31250000000E+00
-34.14000E-06,+418.75000000005E+00,-875.00000000E-03,+15.62500000000E+00
-34.12000E-06,+425.00000000000E+00,-562.50000000E-03,+15.31250000000E+00
-34.10000E-06,+425.00000000000E+00,-562.50000000E-03,+15.62500000000E+00
-34.08000E-06,+425.00000000000E+00,-562.50000000E-03,+15.62500000000E+00
-34.06000E-06,+425.00000000000E+00,-250.00000000E-03,+15.62500000000E+00
-34.04000E-06,+425.00000000000E+00,-250.00000000E-03,+15.31250000000E+00
-34.02000E-06,+424.99999999995E+00,-250.00000000E-03,+15.31250000000E+00
-34.00000E-06,+418.74999999995E+00,-562.50000000E-03,+15.31250000000E+00
-33.98000E-06,+412.50000000006E+00,-250.00000000E-03,+15.62500000000E+00
-33.96000E-06,+418.74999999994E+00,-250.00000000E-03,+15.31250000000E+00
-33.94000E-06,+412.50000000000E+00,-562.50000000E-03,+15.31250000000E+00
-33.92000E-06,+412.50000000006E+00,-250.00000000E-03,+15.00000000001E+00
-33.90000E-06,+418.75000000000E+00,-250.00000000E-03,+15.62500000000E+00
-33.88000E-06,+418.75000000000E+00,-562.50000000E-03,+15.31250000000E+00
-33.86000E-06,+418.75000000006E+00,-562.50000000E-03,+15.62500000000E+00
-33.84000E-06,+424.99999999988E+00,-562.50000000E-03,+15.62500000000E+00
-33.82000E-06,+412.50000000013E+00,-562.50000000E-03,+15.31250000000E+00
-33.80000E-06,+424.99999999994E+00,-875.00000000E-03,+15.31250000000E+00
-33.78000E-06,+418.74999999993E+00,-562.50000000E-03,+15.31250000000E+00
-33.76000E-06,+412.50000000000E+00,-562.50000000E-03,+15.00000000000E+00
-33.74000E-06,+412.50000000000E+00,-562.50000000E-03,+15.31250000000E+00
-33.72000E-06,+412.49999999993E+00,-562.50000000E-03,+15.31250000000E+00
-33.70000E-06,+406.25000000021E+00,-562.50000000E-03,+15.62500000000E+00
-33.68000E-06,+424.99999999986E+00,-562.50000000E-03,+15.31250000000E+00
-33.66000E-06,+412.50000000000E+00,-250.00000000E-03,+15.62499999999E+00
-33.64000E-06,+412.50000000000E+00,-562.50000000E-03,+15.00000000000E+00
-33.62000E-06,+412.50000000007E+00,-562.50000000E-03,+15.31250000000E+00
-33.60000E-06,+418.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-33.58000E-06,+418.74999999992E+00,-250.00000000E-03,+15.31250000000E+00
-33.56000E-06,+412.50000000000E+00,-562.50000000E-03,+15.31250000000E+00
-33.54000E-06,+412.50000000000E+00,-250.00000000E-03,+15.00000000000E+00
-33.52000E-06,+412.50000000008E+00,-562.50000000E-03,+15.31250000000E+00
-33.50000E-06,+418.74999999992E+00,-250.00000000E-03,+15.31250000000E+00
-33.48000E-06,+412.50000000000E+00,-250.00000000E-03,+15.62500000000E+00
-33.46000E-06,+412.50000000016E+00,-250.00000000E-03,+15.62500000000E+00
-33.44000E-06,+424.99999999992E+00,-562.50000000E-03,+15.62499999999E+00
-33.42000E-06,+418.74999999992E+00,-250.00000000E-03,+15.00000000001E+00
-33.40000E-06,+412.50000000000E+00,-562.50000000E-03,+15.62500000000E+00
-33.38000E-06,+412.50000000009E+00,-562.50000000E-03,+15.62500000000E+00
-33.36000E-06,+418.74999999991E+00,-874.99999999E-03,+15.31250000000E+00
-33.34000E-06,+412.50000000009E+00,-250.00000000E-03,+15.31250000000E+00
-33.32000E-06,+418.75000000000E+00,-562.50000000E-03,+15.31250000000E+00
-33.30000E-06,+418.75000000000E+00,-250.00000001E-03,+15.62500000000E+00
-33.28000E-06,+418.74999999991E+00,-875.00000000E-03,+15.31250000000E+00
-33.26000E-06,+412.50000000009E+00,-562.50000000E-03,+15.62499999999E+00
-33.24000E-06,+418.75000000000E+00,-874.99999999E-03,+15.00000000001E+00
-33.22000E-06,+418.75000000009E+00,-250.00000000E-03,+15.62499999999E+00
-33.20000E-06,+424.99999999991E+00,-250.00000000E-03,+15.00000000001E+00
-33.18000E-06,+418.74999999990E+00,-562.50000000E-03,+15.62499999999E+00
-33.16000E-06,+412.50000000000E+00,-874.99999999E-03,+15.00000000001E+00
-33.14000E-06,+412.50000000010E+00,-250.00000000E-03,+15.62500000000E+00
-33.12000E-06,+418.75000000000E+00,-562.50000000E-03,+15.31250000000E+00
-33.10000E-06,+418.75000000000E+00,-250.00000000E-03,+15.62500000000E+00
-33.08000E-06,+418.75000000000E+00,-562.49999999E-03,+15.31250000001E+00
-33.06000E-06,+418.75000000010E+00,-250.00000001E-03,+15.62500000000E+00
-33.04000E-06,+425.00000000000E+00,-562.49999999E-03,+15.62500000000E+00
-33.02000E-06,+425.00000000000E+00,-250.00000001E-03,+15.62499999999E+00
-33.00000E-06,+424.99999999990E+00,-562.49999999E-03,+15.31250000001E+00
-32.98000E-06,+418.75000000011E+00,-250.00000000E-03,+15.62499999999E+00
-32.96000E-06,+424.99999999989E+00,-250.00000001E-03,+15.31250000001E+00
-32.94000E-06,+418.75000000000E+00,-562.50000000E-03,+15.62499999999E+00
-32.92000E-06,+418.75000000011E+00,-562.49999999E-03,+15.31250000001E+00
-32.90000E-06,+425.00000000000E+00,-250.00000000E-03,+15.62499999999E+00
-32.88000E-06,+424.99999999978E+00,-250.00000000E-03,+15.31250000001E+00
-32.86000E-06,+412.50000000022E+00,-250.00000001E-03,+15.62499999999E+00
-32.84000E-06,+424.99999999989E+00,-562.50000000E-03,+15.31250000001E+00
-32.82000E-06,+418.75000000011E+00,-562.49999999E-03,+15.62499999999E+00
-32.80000E-06,+424.99999999989E+00,-250.00000000E-03,+15.31250000000E+00
-32.78000E-06,+418.75000000023E+00,-250.00000000E-03,+15.31250000000E+00
-32.76000E-06,+431.24999999977E+00,-250.00000000E-03,+15.31250000000E+00
-32.74000E-06,+418.75000000012E+00,-250.00000001E-03,+15.31250000000E+00
-32.72000E-06,+425.00000000000E+00,-562.50000000E-03,+15.31250000000E+00
-32.70000E-06,+425.00000000000E+00,-562.50000000E-03,+15.31250000001E+00
-32.68000E-06,+425.00000000000E+00,-562.49999999E-03,+15.62499999999E+00
-32.66000E-06,+425.00000000000E+00,-250.00000001E-03,+15.31250000001E+00
-32.64000E-06,+425.00000000000E+00,-562.50000000E-03,+15.62500000000E+00
-32.62000E-06,+424.99999999988E+00,-562.49999999E-03,+15.62500000000E+00
-32.60000E-06,+418.75000000012E+00,-250.00000001E-03,+15.62499999999E+00
-32.58000E-06,+425.00000000000E+00,-562.50000000E-03,+15.31250000000E+00
-32.56000E-06,+424.99999999987E+00,-562.50000000E-03,+15.31249999999E+00
-32.54000E-06,+418.75000000013E+00,-562.49999999E-03,+15.00000000000E+00
-32.52000E-06,+424.99999999987E+00,-250.00000000E-03,+15.00000000001E+00
-32.50000E-06,+418.75000000000E+00,-250.00000001E-03,+15.31249999999E+00
-32.48000E-06,+418.75000000013E+00,-562.49999999E-03,+15.00000000001E+00
-32.46000E-06,+424.99999999987E+00,-250.00000001E-03,+15.31249999999E+00
-32.44000E-06,+418.75000000013E+00,-562.50000000E-03,+15.00000000001E+00
-32.42000E-06,+425.00000000000E+00,-562.50000000E-03,+15.62500000000E+00
-32.40000E-06,+424.99999999987E+00,-562.49999999E-03,+15.62499999999E+00
-32.38000E-06,+418.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-32.36000E-06,+418.75000000000E+00,-250.00000001E-03,+15.31250000000E+00
-32.34000E-06,+418.75000000014E+00,-562.50000000E-03,+15.31250000000E+00
-32.32000E-06,+425.00000000000E+00,-562.49999999E-03,+15.31250000001E+00
-32.30000E-06,+425.00000000000E+00,-250.00000001E-03,+15.62500000000E+00
-32.28000E-06,+425.00000000000E+00,-562.50000000E-03,+15.62500000000E+00
-32.26000E-06,+424.99999999986E+00,-562.50000000E-03,+15.62499999999E+00
-32.24000E-06,+418.75000000000E+00,-562.50000000E-03,+15.00000000001E+00
-32.22000E-06,+418.75000000014E+00,-562.50000001E-03,+15.31250000001E+00
-32.20000E-06,+424.99999999986E+00,-874.99999999E-03,+15.62500000000E+00
-32.18000E-06,+418.75000000015E+00,-250.00000001E-03,+15.62499999999E+00
-32.16000E-06,+424.99999999985E+00,-562.50000000E-03,+15.31250000000E+00
-32.14000E-06,+418.75000000015E+00,-562.49999999E-03,+15.31250000000E+00
-32.12000E-06,+424.99999999985E+00,-250.00000000E-03,+15.31249999999E+00
-32.10000E-06,+418.74999999985E+00,-250.00000001E-03,+15.00000000002E+00
-32.08000E-06,+412.50000000015E+00,-562.49999999E-03,+15.62499999999E+00
-32.06000E-06,+418.75000000000E+00,-250.00000000E-03,+15.31250000000E+00
-32.04000E-06,+418.74999999985E+00,-250.00000001E-03,+15.31250000000E+00
-32.02000E-06,+412.50000000015E+00,-562.50000000E-03,+15.31250000001E+00
-32.00000E-06,+418.74999999985E+00,-562.50000000E-03,+15.62499999999E+00
-31.98000E-06,+412.50000000016E+00,-562.50000001E-03,+15.31250000000E+00
-31.96000E-06,+418.75000000000E+00,-874.99999999E-03,+15.31250000001E+00
-31.94000E-06,+418.74999999984E+00,-562.49999999E-03,+15.62499999999E+00
-31.92000E-06,+412.50000000000E+00,-250.00000000E-03,+15.31250000000E+00
-31.90000E-06,+412.50000000000E+00,-250.00000000E-03,+15.31250000000E+00
-31.88000E-06,+412.50000000000E+00,-249.99999999E-03,+15.31250000000E+00
-31.86000E-06,+412.50000000016E+00,+62.49999998E-03,+15.31250000000E+00
-31.84000E-06,+418.75000000000E+00,-562.49999999E-03,+15.31250000001E+00
-31.82000E-06,+418.74999999984E+00,-250.00000001E-03,+15.62499999999E+00
-31.80000E-06,+412.50000000017E+00,-562.49999999E-03,+15.31250000000E+00
-31.78000E-06,+418.75000000000E+00,-250.00000001E-03,+15.31250000000E+00
-31.76000E-06,+418.75000000000E+00,-562.49999999E-03,+15.31250000001E+00
-31.74000E-06,+418.75000000000E+00,-250.00000001E-03,+15.62499999999E+00
-31.72000E-06,+418.75000000000E+00,-562.50000000E-03,+15.31250000001E+00
-31.70000E-06,+418.74999999983E+00,-562.50000000E-03,+15.62499999999E+00
-31.68000E-06,+412.50000000017E+00,-562.50000000E-03,+15.31250000001E+00
-31.66000E-06,+418.74999999983E+00,-562.50000000E-03,+15.62499999999E+00
-31.64000E-06,+412.50000000000E+00,-562.50000001E-03,+15.31250000001E+00
-31.62000E-06,+412.50000000017E+00,-874.99999999E-03,+15.62499999999E+00
-31.60000E-06,+418.74999999983E+00,-562.49999999E-03,+15.31250000001E+00
-31.58000E-06,+412.50000000018E+00,-250.00000001E-03,+15.62499999999E+00
-31.56000E-06,+418.75000000000E+00,-562.50000000E-03,+15.31249999999E+00
-31.54000E-06,+418.75000000000E+00,-562.50000001E-03,+15.00000000001E+00
-31.52000E-06,+418.74999999982E+00,-874.99999999E-03,+15.31250000000E+00
-31.50000E-06,+412.50000000000E+00,-562.50000000E-03,+15.31250000000E+00
-31.48000E-06,+412.50000000000E+00,-562.49999999E-03,+15.31250000001E+00
-31.46000E-06,+412.50000000018E+00,-250.00000000E-03,+15.62500000000E+00
-31.44000E-06,+418.74999999982E+00,-250.00000001E-03,+15.62499999999E+00
-31.42000E-06,+412.50000000037E+00,-562.49999999E-03,+15.31250000001E+00
-31.40000E-06,+424.99999999963E+00,-250.00000001E-03,+15.62500000000E+00
-31.38000E-06,+412.50000000019E+00,-562.50000000E-03,+15.62500000000E+00
-31.36000E-06,+418.74999999981E+00,-562.50000000E-03,+15.62499999999E+00
-31.34000E-06,+412.50000000019E+00,-562.49999999E-03,+15.31250000000E+00
-31.32000E-06,+418.75000000000E+00,-249.99999997E-03,+15.31250000000E+00
-31.30000E-06,+418.75000000000E+00,+687.50000004E-03,+15.31250000000E+00
-31.28000E-06,+418.74999999962E+00,+1.93750000006E+00,+15.31250000000E+00
-31.26000E-06,+406.24999999636E+00,+3.81250000004E+00,+15.31250000002E+00
-31.24000E-06,+287.49999999500E+00,+5.06250000000E+00,+15.93750000000E+00
-31.22000E-06,+124.99999999729E+00,+5.06249999997E+00,+15.93750000000E+00
-31.20000E-06,+37.49999999903E+00,+4.12500000000E+00,+15.93750000000E+00
-31.18000E-06,+6.25000000000E+00,+4.12499999998E+00,+15.93749999998E+00
-31.16000E-06,+6.24999999980E+00,+3.49999999998E+00,+15.31249999998E+00
-31.14000E-06,-200E-12,+2.87500000000E+00,+14.68749999998E+00
-31.12000E-06,-6.25000000000E+00,+2.87500000004E+00,+14.06250000000E+00
-31.10000E-06,-6.25000000020E+00,+4.12500000007E+00,+14.06249999999E+00
-31.08000E-06,-12.49999999960E+00,+6.31250000003E+00,+13.75000000002E+00
-31.06000E-06,+0.0E+00,+7.25000000006E+00,+14.37500000003E+00
-31.04000E-06,-200E-12,+9.12500000003E+00,+15.31250000001E+00
-31.02000E-06,-6.25000000000E+00,+10.06250000002E+00,+15.62500000000E+00
-31.00000E-06,-6.24999999980E+00,+10.68750000002E+00,+15.62500000001E+00
-30.98000E-06,-210E-12,+11.31250000002E+00,+15.93750000000E+00
-30.96000E-06,-6.25000000000E+00,+11.93749999999E+00,+15.93750000001E+00
-30.94000E-06,-6.25000000021E+00,+11.62500000002E+00,+16.24999999995E+00
-30.92000E-06,-12.50000000021E+00,+12.24999999996E+00,+14.68750000003E+00
-30.90000E-06,-18.74999999979E+00,+11.00000000004E+00,+15.62499999998E+00
-30.88000E-06,-12.50000000000E+00,+12.25000000000E+00,+15.00000000000E+00
-30.86000E-06,-12.49999999979E+00,+12.25000000001E+00,+15.00000000000E+00
-30.84000E-06,-6.25000000000E+00,+12.56250000001E+00,+14.99999999999E+00
-30.82000E-06,-6.25000000021E+00,+12.87500000002E+00,+14.68750000001E+00
-30.80000E-06,-12.49999999979E+00,+13.50000000000E+00,+15.00000000002E+00
-30.78000E-06,-6.25000000022E+00,+13.50000000002E+00,+15.62500000000E+00
-30.76000E-06,-12.49999999978E+00,+14.12500000000E+00,+15.62500000001E+00
-30.74000E-06,-6.25000000022E+00,+14.12500000002E+00,+15.93749999999E+00
-30.72000E-06,-12.49999999978E+00,+14.74999999996E+00,+15.62500000001E+00
-30.70000E-06,-6.25000000000E+00,+13.50000000001E+00,+15.93749999996E+00
-30.68000E-06,-6.25000000000E+00,+13.81250000003E+00,+14.68750000001E+00
-30.66000E-06,-6.25000000000E+00,+14.74999999998E+00,+15.00000000000E+00
-30.64000E-06,-6.25000000000E+00,+14.12500000000E+00,+15.00000000000E+00
-30.62000E-06,-6.25000000045E+00,+14.12500000000E+00,+15.00000000001E+00
-30.60000E-06,-18.74999999978E+00,+14.12500000000E+00,+15.31250000001E+00
-30.58000E-06,-12.50000000023E+00,+14.12500000001E+00,+15.62499999998E+00
-30.56000E-06,-18.74999999977E+00,+14.43750000000E+00,+15.00000000002E+00
-30.54000E-06,-12.50000000000E+00,+14.43750000002E+00,+15.62500000000E+00
-30.52000E-06,-12.50000000000E+00,+15.06249999998E+00,+15.62500000000E+00
-30.50000E-06,-12.50000000000E+00,+14.43750000002E+00,+15.62500000000E+00
-30.48000E-06,-12.49999999977E+00,+15.06249999998E+00,+15.62500000000E+00
-30.46000E-06,-6.25000000023E+00,+14.43750000001E+00,+15.62499999999E+00
-30.44000E-06,-12.50000000000E+00,+14.74999999998E+00,+15.31249999999E+00
-30.42000E-06,-12.50000000000E+00,+14.12500000001E+00,+15.00000000000E+00
-30.40000E-06,-12.49999999977E+00,+14.43750000000E+00,+15.00000000001E+00
-30.38000E-06,-6.25000000000E+00,+14.43750000001E+00,+15.31250000001E+00
-30.36000E-06,-6.25000000046E+00,+14.75000000000E+00,+15.62499999999E+00
-30.34000E-06,-18.74999999977E+00,+14.75000000000E+00,+15.31250000000E+00
-30.32000E-06,-12.50000000000E+00,+14.74999999999E+00,+15.31250000000E+00
-30.30000E-06,-12.49999999977E+00,+14.43750000001E+00,+15.31250000000E+00
-30.28000E-06,-6.25000000023E+00,+14.75000000000E+00,+15.31250000000E+00
-30.26000E-06,-12.50000000000E+00,+14.75000000001E+00,+15.31250000001E+00
-30.24000E-06,-12.50000000000E+00,+15.06249999999E+00,+15.62499999998E+00
-30.22000E-06,-12.50000000000E+00,+14.74999999999E+00,+15.00000000000E+00
-30.20000E-06,-12.50000000000E+00,+14.43750000000E+00,+15.00000000000E+00
-30.18000E-06,-12.50000000000E+00,+14.43750000001E+00,+15.00000000000E+00
-30.16000E-06,-12.49999999977E+00,+14.75000000000E+00,+15.00000000002E+00
-30.14000E-06,-6.25000000023E+00,+14.75000000000E+00,+15.62499999998E+00
